"circuit","tournament","country","year","date","gender","match_num","w_player1","w_p1_birthdate","w_p1_age","w_p1_hgt","w_p1_country","w_player2","w_p2_birthdate","w_p2_age","w_p2_hgt","w_p2_country","w_rank","l_player1","l_p1_birthdate","l_p1_age","l_p1_hgt","l_p1_country","l_player2","l_p2_birthdate","l_p2_age","l_p2_hgt","l_p2_country","l_rank","score","duration","bracket","round","w_p1_tot_attacks","w_p1_tot_kills","w_p1_tot_errors","w_p1_tot_hitpct","w_p1_tot_aces","w_p1_tot_serve_errors","w_p1_tot_blocks","w_p1_tot_digs","w_p2_tot_attacks","w_p2_tot_kills","w_p2_tot_errors","w_p2_tot_hitpct","w_p2_tot_aces","w_p2_tot_serve_errors","w_p2_tot_blocks","w_p2_tot_digs","l_p1_tot_attacks","l_p1_tot_kills","l_p1_tot_errors","l_p1_tot_hitpct","l_p1_tot_aces","l_p1_tot_serve_errors","l_p1_tot_blocks","l_p1_tot_digs","l_p2_tot_attacks","l_p2_tot_kills","l_p2_tot_errors","l_p2_tot_hitpct","l_p2_tot_aces","l_p2_tot_serve_errors","l_p2_tot_blocks","l_p2_tot_digs"
"AVP","Huntington Beach","United States",2002,2002-05-24,"M",1,"Kevin Wong",1972-09-12,29.6947296,79,"United States","Stein Metzger",1972-11-17,29.5140315,75,"United States","1","Chuck Moore",1973-08-18,28.7638604,76,"United States","Ed Ratledge",1976-12-16,25.4346338,80,"United States","32","21-18, 21-12","0:33","Winner's Bracket","Round 1",,,,,1,,7,,,,,,2,,0,,,,,,1,,0,,,,,,0,,1,
"AVP","Huntington Beach","United States",2002,2002-05-24,"M",2,"Brad Torsone",1975-01-14,27.3566051,78,"United States","Casey Jennings",1975-07-10,26.8720055,75,"United States","16","Mark Paaluhi",1971-03-08,31.211499,75,"United States","Nick Hannemann",1972-01-12,30.3627652,78,"United States","17","21-16, 17-21, 15-10","0:57","Winner's Bracket","Round 1",,,,,0,,4,,,,,,4,,0,,,,,,0,,2,,,,,,0,,0,
"AVP","Huntington Beach","United States",2002,2002-05-24,"M",3,"Eduardo Bacil",1971-03-11,31.2032854,74,"Brazil","Fred Souza",1972-05-13,30.0287474,79,"Brazil","24","Adam Jewell",1975-06-24,26.9158111,77,"United States","Collin Smith",1975-05-26,26.9952088,76,"United States","9","21-18, 21-18","0:46","Winner's Bracket","Round 1",,,,,0,,2,,,,,,0,,4,,,,,,1,,1,,,,,,0,,0,
"AVP","Huntington Beach","United States",2002,2002-05-24,"M",4,"Brent Doble",1970-01-03,32.386037,78,"United States","Karch Kiraly",2060-11-03,41.5523614,74,"United States","8","David Swatik",1973-02-14,29.2703628,76,"United States","Mike Mattarocci",1969-10-05,32.6324435,80,"United States","25","21-16, 21-15","0:44","Winner's Bracket","Round 1",,,,,0,,3,,,,,,0,,0,,,,,,0,,2,,,,,,2,,0,
"AVP","Huntington Beach","United States",2002,2002-05-24,"M",5,"Albert Hannemann",1970-05-04,32.054757,75,"United States","Jeff Nygaard",1972-08-03,29.8042437,80,"United States","5","Adam Roberts",1976-01-25,26.3271732,73,"United States","Jim Walls",1978-03-26,24.1615332,75,"United States","28","20-22, 23-21, 15-10","1:08","Winner's Bracket","Round 1",,,,,1,,0,,,,,,0,,6,,,,,,0,,0,,,,,,0,,1,
"AVP","Huntington Beach","United States",2002,2002-05-24,"M",6,"Jason Ring",1974-07-21,27.8412047,75,"United States","Paul Baxter",1972-02-01,30.3080082,77,"United States","12","Eli Fairfield",1979-02-10,23.2826831,,"United States","Juan Rodriguez Ibarra",1969-05-30,32.9828884,76,"Mexico","21","21-15, 16-21, 15-11","0:55","Winner's Bracket","Round 1",,,,,0,,0,,,,,,0,,0,,,,,,0,,0,,,,,,0,,0,
"AVP","Huntington Beach","United States",2002,2002-05-24,"M",7,"Aaron Boss",1970-11-30,31.4798084,78,"United States","Scott Lane",1974-02-21,28.2518823,78,"United States","13","David Smith",1972-02-26,30.2395619,75,"United States","Leland Quinn",1972-04-03,30.1382615,81,"United States","20","21-15, 22-20","0:46","Winner's Bracket","Round 1",,,,,0,,0,,,,,,0,,0,,,,,,0,,0,,,,,,0,,0,
"AVP","Huntington Beach","United States",2002,2002-05-24,"M",8,"Canyon Ceman",1972-06-21,29.9219713,77,"United States","Mike Whitmarsh",,,79,"United States","4","Chris Makos",1973-04-21,29.0896646,75,"United States","Scott Wong",1978-12-31,23.394935,77,"United States","29","21-11, 21-16","0:32","Winner's Bracket","Round 1",,,,,0,,0,,,,,,0,,3,,,,,,0,,0,,,,,,3,,0,
"AVP","Huntington Beach","United States",2002,2002-05-24,"M",9,"Dax Holdren",1972-09-04,29.7166324,75,"United States","Eric Fonoimoana",1969-06-07,32.9609856,75,"United States","3","Evan Silberstein",1975-10-13,26.6119097,68,"United States","Jim Van Zwieten",1977-09-25,24.659822,77,"United States","30","21-17, 21-12","0:34","Winner's Bracket","Round 1",,,,,1,,2,,,,,,0,,3,,,,,,0,,0,,,,,,0,,0,
"AVP","Huntington Beach","United States",2002,2002-05-24,"M",10,"Mark Williams",1979-01-27,23.321013,79,"Australia","Sean Rosenthal",1980-06-19,21.927447,76,"United States","14","David Fischer",1972-04-09,30.1218344,75,"United States","Jerry Graham",1971-04-02,31.1430527,74,"United States","19","21-17, 21-18","0:37","Winner's Bracket","Round 1",,,,,2,,3,,,,,,4,,1,,,,,,0,,1,,,,,,0,,2,
"AVP","Huntington Beach","United States",2002,2002-05-24,"M",11,"Brian Lewis",2068-03-22,34.1711157,73,"United States","Scott Ayakatubby",2064-09-11,37.6974675,76,"United States","22","Daniel Cardenas",2067-08-11,34.7843943,77,"Cuba","Pepe Delahoz",1971-10-22,30.587269,73,"United States","11","25-27, 22-20, 15-8","1:01","Winner's Bracket","Round 1",,,,,4,,0,,,,,,0,,5,,,,,,0,,9,,,,,,0,,0,
"AVP","Huntington Beach","United States",2002,2002-05-24,"M",12,"Carl Henkel",1969-08-16,32.7693361,79,"United States","Dain Blanton",1971-11-28,30.4859685,75,"United States","6","Skyler Davis",1976-07-26,25.8261465,74,"United States","Tim Wooliver",1975-09-19,26.6776181,73,"United States","27","21-15, 21-13","0:40","Winner's Bracket","Round 1",,,,,0,,3,,,,,,1,,0,,,,,,1,,1,,,,,,0,,0,
